id,nome,genero,educacao_dos_pais,nota_media,attendance,horas_de_sono,nota_final,idade,midterm_Score
369,Aluno369,Masculino,Ensino Fundamental,7.41,75,5,9.33,20,9.33
370,Aluno370,Masculino,Ensino Superior,5.09,91,9,5.93,15,9.0
371,Aluno371,Masculino,Ensino Superior,7.33,65,4,5.43,25,8.83
372,Aluno372,Masculino,,5.33,98,4,7.55,15,7.04
373,Aluno373,Masculino,Ensino Fundamental,6.06,73,4,8.81,21,8.85
374,Aluno374,Masculino,Ensino Superior,7.34,75,8,9.49,20,6.62
375,Aluno375,Masculino,Ensino Superior,6.35,88,7,5.99,21,9.17
376,Aluno376,Feminino,Ensino Médio,6.9,67,9,6.84,17,6.36
377,Aluno377,Feminino,Ensino Médio,6.13,67,6,8.93,15,6.49
378,Aluno378,Feminino,Ensino Fundamental,8.02,95,8,6.81,22,8.18
379,Aluno379,Masculino,,9.5,98,9,7.26,17,5.18
380,Aluno380,Masculino,Ensino Fundamental,6.94,62,7,8.63,20,9.54
381,Aluno381,Feminino,Ensino Fundamental,5.81,57,9,5.24,21,5.2
382,Aluno382,Masculino,,6.92,98,10,7.07,20,8.7
383,Aluno383,Feminino,Ensino Fundamental,7.84,73,6,7.07,20,8.99
384,Aluno384,Feminino,Ensino Fundamental,9.06,82,7,6.9,18,8.32
385,Aluno385,Masculino,,7.47,98,9,9.07,22,5.25
386,Aluno386,Masculino,Ensino Superior,8.97,99,8,5.37,25,5.55
387,Aluno387,Masculino,Ensino Superior,8.84,60,10,5.39,22,8.41
388,Aluno388,Masculino,Ensino Superior,7.31,70,4,9.52,25,9.74
389,Aluno389,Feminino,Ensino Médio,7.34,67,6,8.86,24,8.88
390,Aluno390,Feminino,Ensino Médio,7.11,67,6,6.64,23,9.26
391,Aluno391,Feminino,,7.89,96,5,7.67,22,6.98
392,Aluno392,Masculino,,9.46,98,5,7.64,19,5.2
393,Aluno393,Masculino,Ensino Superior,9.29,80,9,5.48,18,8.4
394,Aluno394,Feminino,Ensino Médio,7.62,67,10,8.25,20,9.75
395,Aluno395,Masculino,,5.11,74,9,5.76,22,6.32
396,Aluno396,Masculino,Ensino Superior,9.89,70,7,7.34,16,7.36
397,Aluno397,Feminino,Ensino Fundamental,6.51,67,8,7.16,18,5.21
398,Aluno398,Masculino,Ensino Superior,8.41,85,6,5.2,17,8.05
399,Aluno399,Masculino,Ensino Superior,9.96,51,4,5.42,23,9.85
400,Aluno400,Masculino,Ensino Superior,8.61,80,6,5.64,16,7.29
401,Aluno401,Feminino,Ensino Médio,7.77,67,9,9.39,16,6.42
402,Aluno402,Masculino,Ensino Superior,9.54,95,4,9.88,21,8.51
403,Aluno403,Masculino,Ensino Fundamental,7.7,92,8,8.9,25,9.88
404,Aluno404,Feminino,Ensino Fundamental,5.15,74,10,7.92,22,6.29
405,Aluno405,Masculino,,6.46,77,4,5.72,21,9.34
406,Aluno406,Masculino,,6.29,98,4,8.21,25,9.57
407,Aluno407,Masculino,Ensino Superior,8.46,78,7,7.51,18,5.09
408,Aluno408,Feminino,Ensino Fundamental,8.59,66,8,6.71,15,8.42
409,Aluno409,Masculino,,7.69,98,8,8.99,23,7.78
410,Aluno410,Masculino,Ensino Superior,9.18,69,5,9.75,19,8.18
411,Aluno411,Masculino,Ensino Superior,5.56,75,10,9.16,17,7.17
412,Aluno412,Masculino,Ensino Fundamental,8.94,54,6,9.01,16,8.4
413,Aluno413,Feminino,Ensino Médio,9.91,67,8,9.76,20,8.45
414,Aluno414,Masculino,Ensino Superior,8.04,85,8,9.39,23,6.74
415,Aluno415,Masculino,,5.77,71,7,8.48,20,6.38
416,Aluno416,Feminino,Ensino Fundamental,8.59,95,10,7.59,17,9.39
417,Aluno417,Feminino,,5.74,50,7,6.19,24,5.38
418,Aluno418,Masculino,Ensino Superior,7.58,51,4,7.2,23,9.83
419,Aluno419,Feminino,Ensino Médio,9.71,67,5,8.0,18,9.77
420,Aluno420,Feminino,Ensino Fundamental,6.89,80,6,6.49,21,9.63
421,Aluno421,Feminino,,9.76,67,7,5.9,22,7.23
422,Aluno422,Masculino,Ensino Superior,8.54,57,9,7.33,16,7.53
423,Aluno423,Masculino,,7.64,98,9,8.15,15,7.52
424,Aluno424,Masculino,Ensino Superior,9.38,63,4,5.09,24,9.96
425,Aluno425,Masculino,,8.7,98,9,7.41,19,6.4
426,Aluno426,Feminino,Ensino Médio,9.62,67,7,5.22,16,7.68
427,Aluno427,Masculino,Ensino Fundamental,6.13,51,6,7.33,25,8.27
428,Aluno428,Masculino,Ensino Superior,6.56,78,8,7.32,24,9.55
429,Aluno429,Feminino,Ensino Médio,9.26,67,5,8.46,20,8.34
430,Aluno430,Feminino,,8.01,73,8,8.89,18,6.69
431,Aluno431,Masculino,,7.35,98,10,5.28,16,7.04
432,Aluno432,Masculino,Ensino Fundamental,7.94,73,4,8.9,22,6.03
433,Aluno433,Masculino,Ensino Superior,8.08,51,10,5.98,25,7.16
434,Aluno434,Masculino,Ensino Superior,9.35,96,7,7.77,18,8.12
435,Aluno435,Feminino,Ensino Fundamental,8.65,81,10,9.59,17,8.11
436,Aluno436,Masculino,Ensino Superior,5.11,60,7,7.69,21,7.94
437,Aluno437,Masculino,Ensino Superior,6.93,57,9,9.91,21,5.77
438,Aluno438,Feminino,Ensino Médio,5.01,67,6,6.08,21,8.64
439,Aluno439,Masculino,Ensino Superior,8.4,100,4,8.6,22,6.28
440,Aluno440,Feminino,,9.32,59,5,5.88,20,9.66
441,Aluno441,Feminino,Ensino Fundamental,6.32,95,5,9.45,21,7.05
442,Aluno442,Feminino,Ensino Fundamental,8.56,86,10,8.12,24,6.42
443,Aluno443,Masculino,Ensino Superior,8.98,65,7,9.11,21,5.41
444,Aluno444,Feminino,Ensino Médio,9.09,67,8,8.44,20,8.96
445,Aluno445,Masculino,,9.09,78,5,9.52,18,6.72
446,Aluno446,Feminino,Ensino Médio,8.58,67,4,5.25,20,8.66
447,Aluno447,Masculino,Ensino Fundamental,6.24,79,10,7.08,21,7.13
448,Aluno448,Feminino,Ensino Fundamental,7.93,68,5,8.39,22,5.45
449,Aluno449,Feminino,Ensino Fundamental,6.41,84,10,9.08,18,7.06
450,Aluno450,Feminino,Ensino Fundamental,5.37,72,8,9.9,25,6.75
451,Aluno451,Masculino,Ensino Fundamental,6.84,63,9,8.45,22,9.59
452,Aluno452,Masculino,,9.59,98,9,9.7,17,9.98
453,Aluno453,Masculino,Ensino Superior,5.42,64,10,9.42,21,7.73
454,Aluno454,Masculino,Ensino Fundamental,5.33,71,7,6.56,21,8.25
455,Aluno455,Feminino,,8.51,67,9,6.95,21,7.79
456,Aluno456,Masculino,,6.26,98,10,5.35,18,7.76
457,Aluno457,Masculino,Ensino Fundamental,9.59,59,10,5.73,18,5.45
458,Aluno458,Masculino,,8.04,98,10,8.3,22,5.2
459,Aluno459,Feminino,,5.13,67,10,8.07,21,7.14
460,Aluno460,Masculino,Ensino Fundamental,8.17,66,7,9.39,24,9.99
461,Aluno461,Feminino,Ensino Médio,5.26,67,7,6.29,25,5.19
462,Aluno462,Masculino,Ensino Superior,9.72,96,9,9.09,19,6.19
463,Aluno463,Masculino,,6.68,90,10,9.46,17,6.22
464,Aluno464,Masculino,,6.65,54,10,5.59,23,5.44
465,Aluno465,Masculino,,9.39,98,9,5.96,20,9.43
466,Aluno466,Masculino,,9.37,98,6,6.96,25,8.04
467,Aluno467,Masculino,,7.17,98,6,6.94,16,9.27
468,Aluno468,Feminino,,9.02,67,9,5.13,20,6.51
469,Aluno469,Masculino,Ensino Superior,8.96,78,6,8.54,20,9.71
470,Aluno470,Masculino,Ensino Superior,9.8,75,5,5.28,25,6.54
471,Aluno471,Masculino,,9.99,98,10,6.62,17,6.47
472,Aluno472,Feminino,Ensino Fundamental,9.07,52,6,6.73,22,9.88
473,Aluno473,Masculino,,5.86,98,9,7.89,18,9.91
474,Aluno474,Feminino,Ensino Médio,8.22,67,5,6.77,25,5.66
475,Aluno475,Masculino,Ensino Superior,9.59,99,10,9.12,19,9.31
476,Aluno476,Feminino,Ensino Médio,5.41,67,6,5.35,22,8.68
477,Aluno477,Masculino,,7.44,98,6,9.78,22,5.76
478,Aluno478,Masculino,Ensino Superior,6.66,80,9,9.89,25,8.33
479,Aluno479,Masculino,,9.3,98,4,7.58,25,5.69
480,Aluno480,Masculino,Ensino Fundamental,7.31,78,7,6.99,25,7.02
481,Aluno481,Masculino,Ensino Fundamental,6.89,57,7,8.21,18,6.33
482,Aluno482,Feminino,Ensino Fundamental,6.18,75,6,7.6,22,6.46
483,Aluno483,Feminino,Ensino Médio,7.39,67,7,5.2,22,5.14
484,Aluno484,Masculino,,5.75,98,4,5.37,22,7.54
485,Aluno485,Masculino,Ensino Superior,7.89,92,4,6.1,21,7.8
486,Aluno486,Masculino,,6.73,53,7,8.73,18,5.07
487,Aluno487,Masculino,Ensino Fundamental,8.84,58,10,9.09,17,6.73
488,Aluno488,Masculino,Ensino Superior,8.8,50,10,6.73,17,8.79
489,Aluno489,Masculino,,5.14,98,7,6.33,24,7.67
490,Aluno490,Feminino,Ensino Fundamental,6.51,55,7,7.69,23,9.61
491,Aluno491,Feminino,Ensino Fundamental,9.55,91,4,8.53,20,5.57
492,Aluno492,Masculino,Ensino Superior,9.02,99,8,9.06,16,8.59
493,Aluno493,Masculino,,9.62,98,5,7.35,24,8.33
494,Aluno494,Feminino,,8.52,97,4,7.92,22,9.14
495,Aluno495,Masculino,Ensino Fundamental,6.48,98,5,6.99,16,9.23
496,Aluno496,Masculino,,8.79,71,4,8.52,15,7.79
497,Aluno497,Masculino,,7.26,98,6,6.95,16,5.03
498,Aluno498,Masculino,,8.39,97,6,7.41,19,7.27
499,Aluno499,Feminino,Ensino Médio,9.68,67,10,9.28,15,6.53
500,Aluno500,Masculino,,6.82,98,9,8.97,19,8.99
501,Aluno501,Feminino,Ensino Fundamental,5.37,84,6,7.13,21,9.23
502,Aluno502,Masculino,Ensino Fundamental,5.04,92,10,8.05,18,9.31
503,Aluno503,Masculino,,6.22,98,5,8.44,16,8.18
504,Aluno504,Masculino,Ensino Superior,7.16,78,5,7.09,18,9.44
505,Aluno505,Masculino,Ensino Superior,5.52,73,8,5.13,20,9.9
506,Aluno506,Masculino,,7.01,98,5,9.37,20,8.9
507,Aluno507,Feminino,Ensino Médio,5.25,67,4,7.41,18,9.09
508,Aluno508,Feminino,Ensino Médio,5.58,67,5,5.39,16,5.23
509,Aluno509,Masculino,Ensino Superior,9.23,89,10,8.89,17,9.87
510,Aluno510,Masculino,Ensino Superior,7.91,55,5,5.91,21,7.13
511,Aluno511,Feminino,Ensino Médio,5.13,67,10,5.31,17,8.55
512,Aluno512,Feminino,Ensino Médio,7.39,67,5,7.17,23,8.16
513,Aluno513,Feminino,Ensino Fundamental,8.56,81,7,6.66,21,6.95
514,Aluno514,Masculino,,8.94,98,8,5.51,16,8.62
515,Aluno515,Masculino,Ensino Fundamental,9.17,73,7,6.02,20,9.72
516,Aluno516,Masculino,Ensino Superior,6.54,85,6,9.73,20,6.69
517,Aluno517,Masculino,Ensino Superior,9.77,87,9,6.43,19,8.4
518,Aluno518,Masculino,,9.42,95,10,8.47,23,5.12
519,Aluno519,Masculino,Ensino Fundamental,8.72,51,7,7.08,24,8.35
520,Aluno520,Feminino,Ensino Médio,6.98,67,9,8.34,22,9.67
521,Aluno521,Feminino,Ensino Fundamental,6.85,85,5,6.02,24,6.23
522,Aluno522,Masculino,,9.79,75,7,7.74,23,8.97
523,Aluno523,Masculino,Ensino Superior,5.21,100,7,5.15,16,6.46
524,Aluno524,Masculino,Ensino Superior,6.78,54,8,6.63,22,9.87
525,Aluno525,Masculino,Ensino Fundamental,9.33,71,8,5.56,18,9.8
526,Aluno526,Masculino,Ensino Fundamental,6.84,57,7,9.88,17,7.78
527,Aluno527,Feminino,Ensino Médio,7.76,67,8,6.66,22,7.01
528,Aluno528,Masculino,Ensino Fundamental,6.08,85,9,7.6,22,5.07
529,Aluno529,Masculino,Ensino Superior,7.61,72,9,6.71,15,5.04
530,Aluno530,Masculino,Ensino Superior,5.79,57,8,5.6,16,5.06
531,Aluno531,Feminino,Ensino Fundamental,7.65,60,10,8.55,24,8.86
532,Aluno532,Masculino,Ensino Superior,8.19,99,9,8.62,16,5.22
533,Aluno533,Feminino,Ensino Fundamental,7.39,69,10,7.22,18,8.83
534,Aluno534,Masculino,,6.12,57,5,7.91,22,6.52
535,Aluno535,Masculino,Ensino Superior,8.51,92,7,7.08,15,9.15
536,Aluno536,Masculino,Ensino Fundamental,8.95,82,6,7.74,20,6.17
537,Aluno537,Masculino,Ensino Fundamental,9.79,52,10,6.49,22,8.45
538,Aluno538,Masculino,,7.66,98,8,5.27,19,8.69
539,Aluno539,Masculino,,9.75,98,8,8.22,25,7.41
540,Aluno540,Feminino,Ensino Fundamental,7.99,68,7,8.85,18,9.56
541,Aluno541,Feminino,Ensino Médio,5.75,67,6,5.4,16,8.34
542,Aluno542,Masculino,,8.43,98,6,7.15,16,9.75
543,Aluno543,Masculino,Ensino Fundamental,7.12,74,6,6.45,22,6.12
544,Aluno544,Feminino,Ensino Médio,6.54,67,6,9.95,16,9.71
545,Aluno545,Masculino,Ensino Fundamental,7.94,75,8,7.85,22,9.67
546,Aluno546,Feminino,Ensino Médio,8.46,67,9,6.28,15,7.49
547,Aluno547,Feminino,Ensino Médio,7.02,67,4,5.79,24,5.18
548,Aluno548,Masculino,Ensino Superior,6.85,76,5,7.61,21,8.12
549,Aluno549,Masculino,,9.84,98,8,6.34,17,9.77
550,Aluno550,Masculino,,7.88,98,5,6.11,16,6.82
551,Aluno551,Masculino,,7.4,98,5,5.04,15,8.1
552,Aluno552,Feminino,,8.7,67,9,9.79,19,9.52
553,Aluno553,Masculino,Ensino Fundamental,9.05,60,6,7.37,18,6.22
554,Aluno554,Masculino,,6.4,75,10,5.04,22,9.54
555,Aluno555,Feminino,,8.75,99,10,5.47,25,7.95
556,Aluno556,Masculino,,5.63,98,5,7.66,24,8.5
557,Aluno557,Feminino,Ensino Médio,5.64,67,10,5.9,22,5.76
558,Aluno558,Masculino,Ensino Superior,9.6,53,9,7.3,24,9.97
559,Aluno559,Masculino,,6.86,98,9,8.07,15,7.38
560,Aluno560,Masculino,Ensino Superior,6.6,97,9,7.15,18,8.94
561,Aluno561,Masculino,Ensino Superior,8.17,93,4,7.97,17,9.28
562,Aluno562,Masculino,Ensino Fundamental,6.09,83,5,7.07,19,6.44
563,Aluno563,Masculino,,7.56,98,7,8.61,16,9.58
564,Aluno564,Feminino,Ensino Fundamental,8.07,59,10,9.9,25,9.09
565,Aluno565,Masculino,,8.43,81,5,8.21,20,9.27
566,Aluno566,Masculino,Ensino Fundamental,6.25,86,9,6.53,24,7.28
567,Aluno567,Masculino,Ensino Superior,7.85,70,9,8.98,16,9.52
568,Aluno568,Masculino,Ensino Superior,8.39,55,6,6.77,16,7.83
569,Aluno569,Masculino,,5.19,98,9,9.97,18,8.01
570,Aluno570,Masculino,Ensino Superior,5.61,50,5,8.71,17,7.19
571,Aluno571,Masculino,Ensino Superior,9.14,76,10,7.78,16,5.25
572,Aluno572,Masculino,,9.68,98,9,9.83,15,5.83
573,Aluno573,Masculino,Ensino Fundamental,6.69,93,10,5.57,21,8.8
574,Aluno574,Masculino,Ensino Fundamental,5.13,66,9,6.79,23,5.03
575,Aluno575,Feminino,Ensino Fundamental,6.15,70,8,7.51,22,6.48
576,Aluno576,Masculino,Ensino Superior,8.05,85,10,8.13,17,5.87
577,Aluno577,Masculino,Ensino Superior,5.14,63,9,6.51,22,6.92
578,Aluno578,Feminino,Ensino Médio,9.28,67,10,9.95,18,6.2
579,Aluno579,Feminino,Ensino Fundamental,7.0,84,6,7.86,15,7.54
580,Aluno580,Masculino,,5.97,98,6,8.6,21,9.18
581,Aluno581,Feminino,Ensino Médio,8.98,67,6,8.5,25,9.0
582,Aluno582,Masculino,,8.01,59,9,6.95,22,8.91
583,Aluno583,Masculino,Ensino Superior,5.91,53,4,6.01,25,7.19
584,Aluno584,Feminino,,6.43,62,7,9.18,20,7.82
585,Aluno585,Masculino,,7.92,98,7,8.78,15,7.73
586,Aluno586,Masculino,Ensino Superior,9.85,77,4,8.41,24,8.7
587,Aluno587,Masculino,,5.05,98,10,5.18,18,9.96
588,Aluno588,Feminino,Ensino Fundamental,9.67,100,6,9.75,19,8.93
589,Aluno589,Feminino,Ensino Médio,6.31,67,9,7.14,20,8.84
590,Aluno590,Masculino,,9.69,98,8,7.92,17,7.64
591,Aluno591,Masculino,Ensino Fundamental,7.4,63,6,5.18,24,5.78
592,Aluno592,Masculino,Ensino Superior,6.19,70,9,5.44,25,6.25
593,Aluno593,Masculino,Ensino Superior,8.51,98,4,6.31,15,8.43
594,Aluno594,Feminino,Ensino Fundamental,6.85,55,9,7.64,21,9.1
595,Aluno595,Masculino,Ensino Superior,6.18,64,6,7.39,18,7.01
596,Aluno596,Masculino,,5.21,98,10,7.13,22,8.0
597,Aluno597,Masculino,Ensino Fundamental,9.7,58,9,7.14,24,5.25
598,Aluno598,Feminino,Ensino Médio,8.73,67,9,7.93,24,6.1
599,Aluno599,Feminino,Ensino Médio,7.23,67,6,7.67,15,9.29
600,Aluno600,Feminino,Ensino Fundamental,8.88,69,4,5.11,19,8.54
601,Aluno601,Masculino,Ensino Fundamental,9.55,50,10,9.18,23,9.76
602,Aluno602,Masculino,,8.66,98,6,5.97,25,7.38
603,Aluno603,Masculino,Ensino Superior,6.44,98,5,8.65,16,8.43
604,Aluno604,Masculino,Ensino Superior,8.18,98,8,7.9,18,9.43
605,Aluno605,Masculino,Ensino Fundamental,6.22,63,6,8.71,17,8.78
606,Aluno606,Feminino,Ensino Médio,5.97,67,7,7.87,25,8.29
607,Aluno607,Masculino,,5.51,98,6,7.71,17,8.62
608,Aluno608,Masculino,Ensino Superior,8.85,93,5,9.31,20,7.75
609,Aluno609,Masculino,Ensino Fundamental,6.88,85,9,7.81,17,8.7
610,Aluno610,Masculino,,5.31,98,10,5.36,24,6.89
611,Aluno611,Masculino,Ensino Superior,5.64,57,5,8.33,19,7.39
612,Aluno612,Feminino,Ensino Médio,6.82,67,10,8.92,18,8.43
613,Aluno613,Masculino,Ensino Superior,5.81,57,10,6.4,25,7.97
614,Aluno614,Masculino,,8.78,98,6,8.59,23,6.67
615,Aluno615,Masculino,Ensino Superior,9.04,89,5,7.05,22,7.26
616,Aluno616,Masculino,Ensino Superior,9.76,64,10,9.84,24,7.42
617,Aluno617,Masculino,Ensino Superior,9.13,68,4,9.44,16,7.2
618,Aluno618,Feminino,Ensino Médio,7.92,67,9,5.22,15,7.16
619,Aluno619,Masculino,Ensino Superior,9.5,98,5,7.82,25,6.44
620,Aluno620,Masculino,Ensino Superior,7.5,63,4,8.63,17,6.95
621,Aluno621,Masculino,,6.61,98,7,9.51,22,9.62
622,Aluno622,Feminino,Ensino Fundamental,9.48,68,8,6.9,24,6.53
623,Aluno623,Feminino,Ensino Médio,7.45,67,5,9.43,21,9.78
624,Aluno624,Masculino,Ensino Superior,7.41,60,8,6.74,17,6.43
625,Aluno625,Masculino,,7.24,98,6,8.44,17,6.04
626,Aluno626,Feminino,Ensino Médio,9.16,67,10,5.33,23,7.7
627,Aluno627,Masculino,,7.43,98,9,5.36,21,9.56
628,Aluno628,Masculino,Ensino Fundamental,5.08,72,4,7.08,18,6.08
629,Aluno629,Feminino,,5.5,67,4,6.0,19,9.53
630,Aluno630,Masculino,,7.29,98,10,6.47,16,7.25
631,Aluno631,Masculino,,5.3,98,6,8.51,23,7.43
632,Aluno632,Feminino,Ensino Fundamental,8.78,79,4,8.33,15,6.17
633,Aluno633,Feminino,Ensino Médio,7.92,67,4,6.12,21,8.48
634,Aluno634,Masculino,Ensino Superior,6.28,58,7,7.43,18,8.42
635,Aluno635,Feminino,Ensino Fundamental,7.63,79,7,9.98,15,5.57
636,Aluno636,Feminino,Ensino Médio,9.92,67,5,6.59,20,6.87
637,Aluno637,Masculino,Ensino Superior,9.76,95,4,6.21,17,9.35
638,Aluno638,Feminino,Ensino Fundamental,5.57,67,7,9.94,19,9.18
639,Aluno639,Feminino,Ensino Médio,5.14,67,9,9.89,23,9.12
640,Aluno640,Feminino,Ensino Médio,6.79,67,5,9.46,17,9.98
641,Aluno641,Feminino,Ensino Fundamental,6.49,62,9,8.83,17,5.11
642,Aluno642,Masculino,,8.11,98,8,7.18,21,9.98
643,Aluno643,Feminino,Ensino Médio,9.61,67,6,6.47,18,6.57
644,Aluno644,Feminino,,8.51,67,5,7.88,20,7.01
645,Aluno645,Masculino,Ensino Superior,8.28,83,7,9.62,15,8.13
646,Aluno646,Feminino,Ensino Fundamental,6.73,75,6,7.72,15,6.85
647,Aluno647,Feminino,Ensino Fundamental,7.05,61,7,6.85,25,9.13
648,Aluno648,Feminino,Ensino Fundamental,9.59,75,4,8.41,22,6.4
649,Aluno649,Masculino,,8.81,98,10,7.34,18,5.32
650,Aluno650,Masculino,Ensino Superior,7.89,55,4,6.72,20,6.68
651,Aluno651,Masculino,,9.11,94,10,8.62,18,7.09
652,Aluno652,Masculino,Ensino Superior,6.37,62,6,8.94,18,6.28
653,Aluno653,Feminino,Ensino Fundamental,6.9,84,5,6.08,15,5.25
654,Aluno654,Masculino,,6.35,81,5,8.95,16,9.85
655,Aluno655,Masculino,Ensino Superior,7.6,80,4,5.99,17,7.06
656,Aluno656,Masculino,Ensino Superior,9.97,97,5,5.1,21,9.39
657,Aluno657,Masculino,Ensino Superior,5.18,62,10,6.2,25,5.87
658,Aluno658,Masculino,Ensino Superior,8.59,97,10,7.52,16,6.19
659,Aluno659,Masculino,Ensino Fundamental,7.99,83,5,5.89,24,9.65
660,Aluno660,Feminino,Ensino Médio,7.34,67,6,7.34,25,9.83
661,Aluno661,Masculino,Ensino Superior,8.51,56,6,5.59,19,7.79
662,Aluno662,Feminino,Ensino Fundamental,7.44,61,9,6.72,16,8.24
663,Aluno663,Masculino,Ensino Fundamental,5.85,60,5,6.7,24,5.61
664,Aluno664,Masculino,,5.92,98,4,8.42,23,8.63
665,Aluno665,Masculino,Ensino Fundamental,8.73,69,10,8.09,22,5.68
666,Aluno666,Masculino,Ensino Superior,8.66,54,4,5.18,23,7.12
667,Aluno667,Masculino,,5.21,98,4,7.05,17,8.98
668,Aluno668,Masculino,Ensino Superior,5.5,55,5,8.38,17,6.15
669,Aluno669,Masculino,Ensino Fundamental,7.28,83,9,7.9,20,9.98
670,Aluno670,Feminino,Ensino Fundamental,5.16,86,4,7.39,25,6.7
671,Aluno671,Masculino,,9.39,98,5,6.87,24,8.12
672,Aluno672,Feminino,,9.71,67,9,8.82,17,9.8
673,Aluno673,Feminino,Ensino Médio,8.56,67,8,6.18,21,6.73
674,Aluno674,Feminino,Ensino Médio,5.89,67,6,9.06,19,9.15
675,Aluno675,Feminino,Ensino Fundamental,7.22,61,4,5.66,17,6.15
676,Aluno676,Feminino,Ensino Fundamental,7.62,87,4,6.32,20,8.06
677,Aluno677,Masculino,Ensino Superior,8.77,83,8,8.95,22,7.26
678,Aluno678,Feminino,Ensino Fundamental,9.25,52,4,7.83,24,6.28
679,Aluno679,Masculino,Ensino Superior,7.87,53,8,5.29,22,8.49
680,Aluno680,Masculino,Ensino Superior,5.59,60,5,5.03,22,7.85
681,Aluno681,Masculino,Ensino Superior,9.11,60,5,5.7,22,8.06
682,Aluno682,Masculino,Ensino Fundamental,6.42,73,6,8.64,23,9.15
683,Aluno683,Masculino,Ensino Superior,8.21,74,8,6.23,17,9.59
684,Aluno684,Masculino,,9.48,71,5,7.57,15,7.7
685,Aluno685,Masculino,Ensino Superior,7.12,70,6,8.72,19,9.58
686,Aluno686,Feminino,Ensino Fundamental,8.73,65,5,6.06,17,9.2
687,Aluno687,Feminino,Ensino Fundamental,7.06,85,10,9.67,24,9.49
688,Aluno688,Masculino,,8.4,87,10,7.03,20,9.45
689,Aluno689,Masculino,Ensino Superior,8.18,99,9,7.67,16,6.34
690,Aluno690,Masculino,Ensino Superior,5.14,80,7,6.82,16,9.16
691,Aluno691,Masculino,Ensino Superior,6.36,69,10,8.44,22,9.39
692,Aluno692,Masculino,,8.63,81,4,5.9,25,9.3
693,Aluno693,Masculino,Ensino Superior,9.01,74,4,6.47,23,5.67
694,Aluno694,Feminino,Ensino Fundamental,6.81,53,6,7.74,20,6.92
695,Aluno695,Masculino,,8.3,98,6,8.28,22,9.45
696,Aluno696,Feminino,Ensino Fundamental,6.47,72,8,9.77,25,5.35
697,Aluno697,Masculino,,7.64,98,8,7.12,19,6.58
698,Aluno698,Masculino,Ensino Fundamental,5.91,58,7,6.01,22,5.03
699,Aluno699,Masculino,Ensino Superior,5.89,96,8,9.6,15,5.55
700,Aluno700,Masculino,Ensino Superior,6.57,67,7,9.76,18,9.67
701,Aluno701,Masculino,Ensino Superior,7.78,91,7,7.76,18,6.99
702,Aluno702,Masculino,Ensino Superior,9.16,90,7,9.87,25,6.34
703,Aluno703,Masculino,,5.84,98,7,8.9,25,6.46
704,Aluno704,Feminino,Ensino Fundamental,6.18,56,8,8.55,17,6.24
705,Aluno705,Feminino,Ensino Médio,6.33,67,8,6.16,24,5.63
706,Aluno706,Masculino,Ensino Superior,7.85,65,10,5.89,22,9.99
707,Aluno707,Masculino,Ensino Superior,5.16,67,10,6.13,16,7.55
708,Aluno708,Masculino,Ensino Superior,6.12,97,8,7.05,21,6.36
709,Aluno709,Masculino,Ensino Fundamental,7.12,71,10,8.55,20,7.22
710,Aluno710,Masculino,Ensino Superior,9.11,95,10,7.06,23,6.15
711,Aluno711,Masculino,Ensino Superior,9.1,51,7,9.77,21,5.62
712,Aluno712,Masculino,,8.5,98,8,5.22,16,8.73
713,Aluno713,Masculino,Ensino Fundamental,7.54,63,10,6.95,18,6.25
714,Aluno714,Masculino,Ensino Fundamental,5.05,68,6,8.76,24,9.79
715,Aluno715,Masculino,Ensino Superior,9.6,52,4,7.83,19,9.38
716,Aluno716,Masculino,,5.84,98,10,9.87,22,8.22
717,Aluno717,Masculino,Ensino Superior,5.63,69,9,9.64,22,6.06
718,Aluno718,Masculino,,6.4,98,7,8.67,21,5.85
719,Aluno719,Masculino,Ensino Superior,7.38,97,5,6.41,25,7.94
720,Aluno720,Feminino,Ensino Fundamental,5.4,56,7,5.42,19,5.38
721,Aluno721,Masculino,,7.44,98,4,8.79,21,5.23
722,Aluno722,Masculino,Ensino Superior,7.47,78,6,6.56,20,7.03
723,Aluno723,Masculino,Ensino Fundamental,8.12,79,10,5.57,24,5.43
724,Aluno724,Feminino,Ensino Médio,9.68,67,6,5.96,19,5.64
725,Aluno725,Masculino,Ensino Fundamental,8.89,50,10,9.44,23,7.5
726,Aluno726,Masculino,,6.16,98,6,7.1,15,9.2
727,Aluno727,Masculino,Ensino Superior,6.57,83,5,5.03,18,5.08
728,Aluno728,Masculino,Ensino Fundamental,5.44,55,6,5.08,15,5.53
729,Aluno729,Masculino,,7.87,98,5,5.25,22,7.14
730,Aluno730,Masculino,,6.87,99,10,5.73,17,8.93
731,Aluno731,Feminino,Ensino Médio,9.23,67,8,9.83,21,7.07
732,Aluno732,Feminino,,8.47,67,9,7.02,25,5.3
733,Aluno733,Masculino,Ensino Superior,5.75,93,9,6.97,21,8.17
734,Aluno734,Masculino,Ensino Superior,6.77,92,8,5.9,19,8.19
735,Aluno735,Masculino,Ensino Fundamental,9.32,100,8,6.77,15,9.93
736,Aluno736,Masculino,Ensino Superior,5.3,97,4,6.53,17,8.03
737,Aluno737,Masculino,Ensino Superior,6.57,77,10,7.01,16,6.78
738,Aluno738,Masculino,,7.99,98,5,5.97,15,9.59
739,Aluno739,Feminino,,8.33,87,5,9.37,23,8.34
